chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
9	ENST00000381627	-	ENSG00000107014	RLN2	protein_coding	5299864	5304716	137	694	558	136	234	928
16	ENST00000285737	+	ENSG00000102910	LONP2	protein_coding	48244300	48357349	90	2648	2559	89	5547	8195
2	ENST00000295150	+	ENSG00000186453	FAM228A	protein_coding	24175053	24191698	137	757	621	136	1067	1824
11	ENST00000531383	-	ENSG00000149541	B3GAT3	protein_coding	62615297	62622154	208	1167	960	207	889	2056
X	ENST00000457458	+	ENSG00000102225	CDK16	protein_coding	47218233	47229997	421	1929	1509	420	1229	3158
19	ENST00000301194	+	ENSG00000167614	TTYH1	protein_coding	54415431	54436900	123	1478	1356	122	610	2088
1	ENST00000336689	-	ENSG00000088280	ASAP3	protein_coding	23428563	23484179	47	2758	2712	46	1293	4051
5	ENST00000334994	+	ENSG00000186105	LRRC70	protein_coding	62578819	62581446	156	2024	1869	155	139	2163
17	ENST00000337014	+	ENSG00000169660	HEXD	protein_coding	82418318	82442645	475	2232	1758	474	53	2285
7	ENST00000674681	-	ENSG00000075624	ACTB	protein_coding	5526409	5530601	88	1215	1128	87	1339	2554
20	ENST00000347364	-	ENSG00000125863	MKKS	protein_coding	10401009	10434222	764	2476	1713	763	4238	6714
6	ENST00000275015	-	ENSG00000146232	NFKBIE	protein_coding	44258166	44265788	26	1528	1503	25	1053	2581
1	ENST00000369939	+	ENSG00000116299	ELAPOR1	protein_coding	109114115	109206781	70	3111	3042	69	3769	6880
7	ENST00000335693	+	ENSG00000175600	SUGCT	protein_coding	40135005	40860763	17	1333	1317	16	284	1617
11	ENST00000620138	-	ENSG00000205531	NAP1L4	protein_coding	2944431	2992377	142	1302	1161	141	1177	2479
3	ENST00000496455	+	ENSG00000163655	GMPS	protein_coding	155870650	155944020	222	2303	2082	221	6328	8631
9	ENST00000355097	-	ENSG00000054179	ENTPD2	protein_coding	137048107	137054061	65	1552	1488	64	550	2102
8	ENST00000276833	-	ENSG00000147804	SLC39A4	protein_coding	144412414	144416512	305	2173	1869	304	124	2297
9	ENST00000377981	-	ENSG00000168828	OR13J1	protein_coding	35869463	35870401	1	942	942	0	-3	939
11	ENST00000317945	-	ENSG00000109881	CCDC34	protein_coding	27348869	27363234	41	730	690	40	1379	2109
12	ENST00000258526	+	ENSG00000136040	PLXNC1	protein_coding	94148577	94307675	396	5102	4707	395	2390	7492
3	ENST00000539217	-	ENSG00000163818	LZTFL1	protein_coding	45823320	45915724	336	1106	771	335	3007	4113
10	ENST00000278060	+	ENSG00000148832	PAOX	protein_coding	133379262	133391694	56	1591	1536	55	239	1830
20	ENST00000370313	-	ENSG00000101198	NKAIN4	protein_coding	63240784	63253437	353	712	360	352	709	1421
16	ENST00000396229	+	ENSG00000103534	TMC5	protein_coding	19410735	19499113	750	3770	3021	749	1147	4917
19	ENST00000409235	+	ENSG00000099338	CATSPERG	protein_coding	38335830	38370943	61	3540	3480	60	151	3691
11	ENST00000525748	+	ENSG00000165970	SLC6A5	protein_coding	20599608	20659285	66	2459	2394	65	4417	6876
6	ENST00000617204	-	ENSG00000135525	MAP7	protein_coding	136342281	136526213	250	2589	2340	249	1947	4536
16	ENST00000311765	+	ENSG00000172840	PDP2	protein_coding	66880515	66891101	181	1770	1590	180	5227	6997
1	ENST00000555188	-	ENSG00000169291	SHE	protein_coding	154479481	154489166	1	397	397	0	6458	6855
6	ENST00000521654	+	ENSG00000146373	RNF217	protein_coding	124962437	125092633	109	1737	1629	108	9696	11433
2	ENST00000243346	-	ENSG00000123609	NMI	protein_coding	151270470	151289668	83	1006	924	82	223	1229
7	ENST00000317271	+	ENSG00000213413	PVRIG	protein_coding	100218620	100221490	373	1353	981	372	239	1592
11	ENST00000278426	-	ENSG00000149150	SLC43A1	protein_coding	57484534	57515702	273	1952	1680	272	562	2514
9	ENST00000686600	-	ENSG00000090054	SPTLC1	protein_coding	92031168	92115392	23	1537	1515	22	1431	2968
22	ENST00000439765	-	ENSG00000234409	CCDC188	protein_coding	20148416	20151055	70	1278	1209	69	198	1476
2	ENST00000381249	-	ENSG00000240857	RDH14	protein_coding	18554723	18560653	82	1092	1011	81	468	1560
X	ENST00000539247	-	ENSG00000198960	ARMCX6	protein_coding	101615126	101618001	434	1336	903	433	592	1928
11	ENST00000525791	-	ENSG00000137707	BTG4	protein_coding	111496512	111512339	186	806	621	185	588	1394
1	ENST00000646001	-	ENSG00000156869	FRRS1	protein_coding	99703970	99766635	135	1913	1779	134	5058	6971
3	ENST00000617246	+	ENSG00000145012	LPP	protein_coding	188154157	188890671	286	2124	1839	285	16192	18316
10	ENST00000370345	-	ENSG00000075826	SEC31B	protein_coding	100486647	100519861	126	3665	3540	125	969	4634
1	ENST00000642005	+	ENSG00000175143	OR2T1	protein_coding	248403048	248408020	232	1188	957	231	916	2104
14	ENST00000286918	-	ENSG00000156381	ANKRD9	protein_coding	102501767	102509776	583	1536	954	582	5169	6705
3	ENST00000471714	-	ENSG00000154175	ABI3BP	protein_coding	100749156	100993421	38	5398	5361	37	1339	6737
19	ENST00000270649	-	ENSG00000142556	ZNF614	protein_coding	52013324	52028379	355	2112	1758	354	2516	4628
22	ENST00000396265	+	ENSG00000100300	TSPO	protein_coding	43151935	43163241	316	825	510	315	250	1075
14	ENST00000641664	-	ENSG00000176253	OR4K13	protein_coding	20029399	20036038	621	1535	915	620	4445	5980
14	ENST00000641885	+	ENSG00000165762	OR4K2	protein_coding	19875142	19883932	1017	1961	945	1016	6720	8681
19	ENST00000477565	-	ENSG00000254901	BORCS8	protein_coding	19181882	19192589	473	802	330	472	687	1489
19	ENST00000588258	+	ENSG00000131944	FAAP24	protein_coding	32972242	32978229	119	766	648	118	1547	2313
15	ENST00000261275	-	ENSG00000104059	ENTREP2	protein_coding	29120252	29570979	257	1876	1620	256	3087	4963
19	ENST00000332836	-	ENSG00000185792	NLRP9	protein_coding	55708438	55738402	29	3004	2976	28	474	3478
10	ENST00000378748	+	ENSG00000123240	OPTN	protein_coding	13100173	13138291	363	2096	1734	362	1425	3521
20	ENST00000378961	+	ENSG00000089199	CHGB	protein_coding	5911510	5925353	125	2158	2034	124	304	2462
13	ENST00000379826	-	ENSG00000120693	SMAD9	protein_coding	36844831	36920238	310	1713	1404	309	3845	5558
7	ENST00000652175	+	ENSG00000286038	SPDYE13	protein_coding	75280790	75289501	454	1251	798	453	1527	2778
X	ENST00000381154	-	ENSG00000006756	ARSD	protein_coding	2903972	2929339	65	1846	1782	64	3299	5145
X	ENST00000419795	-	ENSG00000225396	FAM236D	protein_coding	72807425	72808210	101	340	240	100	123	463
20	ENST00000679895	-	ENSG00000125875	TBC1D20	protein_coding	435497	462539	135	1442	1308	134	3089	4531
4	ENST00000336356	+	ENSG00000121207	LRAT	protein_coding	154744000	154753120	225	917	693	224	3984	4901
12	ENST00000266383	+	ENSG00000139044	B4GALNT3	protein_coding	459939	563509	439	3435	2997	438	2058	5493
7	ENST00000333891	-	ENSG00000186472	PCLO	protein_coding	82754012	83162884	293	15721	15429	292	4563	20284
2	ENST00000281772	-	ENSG00000144445	KANSL1L	protein_coding	210021421	210171409	291	3254	2964	290	1528	4782
3	ENST00000329582	+	ENSG00000174564	IL20RB	protein_coding	136957983	137011085	132	1067	936	131	862	1929
9	ENST00000371785	+	ENSG00000122140	MRPS2	protein_coding	135499984	135504673	210	1100	891	209	540	1640
12	ENST00000390675	-	ENSG00000256436	TAS2R31	protein_coding	11030387	11031407	73	1002	930	72	19	1021
16	ENST00000306560	+	ENSG00000103044	HAS3	protein_coding	69107540	69117668	157	1818	1662	156	2402	4220
9	ENST00000421715	-	ENSG00000236637	IFNA4	protein_coding	21186618	21187587	57	626	570	56	344	970
1	ENST00000426263	-	ENSG00000117394	SLC2A1	protein_coding	42925353	42958868	218	1696	1479	217	1688	3384
1	ENST00000440685	-	ENSG00000189171	S100A13	protein_coding	153618787	153628248	306	602	297	305	108	710
5	ENST00000282507	-	ENSG00000168671	UGT3A2	protein_coding	36035021	36066882	94	1665	1572	93	677	2342
2	ENST00000343063	+	ENSG00000144488	ESPNL	protein_coding	238100340	238133287	81	3098	3018	80	1555	4653
12	ENST00000344636	+	ENSG00000187510	PLEKHG7	protein_coding	92702989	92772455	306	2381	2076	305	2260	4641
9	ENST00000408973	+	ENSG00000214402	LCNL1	protein_coding	136982993	136985758	595	1089	495	594	747	1836
13	ENST00000255324	+	ENSG00000132972	RNF17	protein_coding	24764169	24879921	36	4907	4872	35	195	5102
1	ENST00000332947	+	ENSG00000183114	FAM43B	protein_coding	20552573	20555020	402	1391	990	401	1057	2448
8	ENST00000250160	+	ENSG00000104415	CCN4	protein_coding	133191039	133231690	107	1210	1104	106	3980	5190
19	ENST00000396477	+	ENSG00000213822	CEACAM18	protein_coding	51478539	51491301	105	1259	1155	104	649	1908
3	ENST00000383763	+	ENSG00000206557	TRIM71	protein_coding	32817997	32897824	85	2691	2607	84	6013	8704
18	ENST00000256433	-	ENSG00000134049	IER3IP1	protein_coding	47152834	47176364	88	336	249	87	3343	3679
8	ENST00000620074	+	ENSG00000104691	UBXN8	protein_coding	30729131	30766470	983	1915	933	982	76	1991
1	ENST00000615950	-	ENSG00000143621	ILF2	protein_coding	153661788	153671028	240	1298	1059	239	608	1906
7	ENST00000609256	+	ENSG00000180535	BHLHA15	protein_coding	98211439	98215457	115	684	570	114	2578	3262
11	ENST00000527733	+	ENSG00000170242	USP47	protein_coding	11841972	11961887	215	4282	4068	214	5712	9994
3	ENST00000264977	+	ENSG00000073711	PPP2R3A	protein_coding	135965728	136147894	563	4015	3453	562	2728	6743
5	ENST00000393964	+	ENSG00000164611	PTTG1	protein_coding	160421910	160428739	404	1012	609	403	58	1070
2	ENST00000625689	+	ENSG00000128683	GAD1	protein_coding	170816562	170861135	551	1828	1278	550	1872	3700
6	ENST00000662930	-	ENSG00000186439	TRDN	protein_coding	123349475	123636988	214	1599	1386	213	3050	4649
4	ENST00000413702	+	ENSG00000171195	MUC7	protein_coding	70430492	70482996	289	1422	1134	288	1118	2540
16	ENST00000427999	-	ENSG00000233024	NPIPA9	protein_coding	18358095	18376839	412	1521	1110	411	26	1547
9	ENST00000371372	+	ENSG00000148408	CACNA1B	protein_coding	137877782	138124619	153	7172	7020	152	2620	9792
1	ENST00000367943	+	ENSG00000081721	DUSP12	protein_coding	161749786	161757238	17	1039	1023	16	291	1330
7	ENST00000458448	-	ENSG00000240720	LRRD1	protein_coding	92144842	92179142	211	2793	2583	210	46	2839
8	ENST00000355221	-	ENSG00000047249	ATP6V1H	protein_coding	53715557	53843558	561	1958	1398	560	407	2365
2	ENST00000323853	-	ENSG00000144028	SNRNP200	protein_coding	96274338	96305546	110	6520	6411	109	674	7194
1	ENST00000396478	-	ENSG00000197429	IPP	protein_coding	45698711	45750653	108	1862	1755	107	1255	3117
9	ENST00000413767	-	ENSG00000234829	IFNA17	protein_coding	21227243	21228222	50	619	570	49	361	980
9	ENST00000265381	-	ENSG00000107282	APBA1	protein_coding	69427532	69672371	289	2802	2514	288	3795	6597
19	ENST00000532489	+	ENSG00000126457	PRMT1	protein_coding	49675897	49688447	507	1484	978	506	202	1686
1	ENST00000373931	+	ENSG00000117751	PPP1R8	protein_coding	27830822	27851672	796	1425	630	795	1226	2651
10	ENST00000369902	+	ENSG00000107882	SUFU	protein_coding	102503972	102633535	182	1636	1455	181	3380	5016
14	ENST00000250448	-	ENSG00000129514	FOXA1	protein_coding	37589552	37595249	278	1696	1419	277	1813	3509
15	ENST00000300584	-	ENSG00000167202	TBC1D2B	protein_coding	77994985	78077711	60	2951	2892	59	3175	6126
4	ENST00000274026	-	ENSG00000145386	CCNA2	protein_coding	121816444	121823883	256	1554	1299	255	1194	2748
3	ENST00000497985	-	ENSG00000163746	PLSCR2	protein_coding	146433445	146469301	441	1334	894	440	107	1441
4	ENST00000296043	+	ENSG00000138771	SHROOM3	protein_coding	76435229	76783253	825	6815	5991	824	4076	10891
1	ENST00000374027	-	ENSG00000174950	CD164L2	protein_coding	27379176	27383303	65	586	522	64	871	1457
19	ENST00000407170	+	ENSG00000007129	CEACAM21	protein_coding	41549518	41586843	814	1311	498	813	380	1691
19	ENST00000359866	+	ENSG00000130311	DDA1	protein_coding	17309563	17323298	93	401	309	92	3642	4043
17	ENST00000250055	-	ENSG00000129194	SOX15	protein_coding	7588178	7590094	419	1120	702	418	200	1320
1	ENST00000302692	+	ENSG00000171612	SLC25A33	protein_coding	9539465	9585173	228	1193	966	227	2672	3865
2	ENST00000305476	-	ENSG00000168758	SEMA4C	protein_coding	96859718	96870080	243	2744	2502	242	908	3652
1	ENST00000616463	+	ENSG00000117281	CD160	protein_coding	145719471	145739153	159	536	378	158	2852	3388
17	ENST00000263080	+	ENSG00000108381	ASPA	protein_coding	3475997	3503405	164	1105	942	163	4317	5422
1	ENST00000367412	-	ENSG00000143278	F13B	protein_coding	197038741	197067260	38	2023	1986	37	637	2660
19	ENST00000170564	+	ENSG00000076650	GPATCH1	protein_coding	33081181	33130542	14	2809	2796	13	382	3191
8	ENST00000306317	-	ENSG00000168481	LGI3	protein_coding	22146830	22156806	265	1911	1647	264	1330	3241
22	ENST00000398793	-	ENSG00000100038	TOP3B	protein_coding	21957031	21982750	436	3024	2589	435	83	3107
16	ENST00000261374	+	ENSG00000122254	HS3ST2	protein_coding	22814162	22916338	450	1553	1104	449	776	2329
3	ENST00000698280	-	ENSG00000072274	TFRC	protein_coding	196049288	196081528	464	2746	2283	463	2654	5400
3	ENST00000296181	-	ENSG00000082781	ITGB5	protein_coding	124761948	124887365	366	2765	2400	365	1675	4440
6	ENST00000259938	-	ENSG00000137392	CLPS	protein_coding	35794982	35797323	36	374	339	35	164	538
19	ENST00000595358	+	ENSG00000104983	CCDC61	protein_coding	45995467	46018616	50	1588	1539	49	229	1817
11	ENST00000256997	-	ENSG00000134575	ACP2	protein_coding	47239305	47248906	118	1389	1272	117	811	2200
12	ENST00000644883	-	ENSG00000204842	ATXN2	protein_coding	111468358	111599122	89	2962	2874	88	1712	4674
16	ENST00000442039	-	ENSG00000174109	C16orf91	protein_coding	1419752	1420747	25	423	399	24	494	917
14	ENST00000216452	-	ENSG00000100564	PIGH	protein_coding	67589318	67600268	66	632	567	65	762	1394
2	ENST00000263955	-	ENSG00000081320	STK17B	protein_coding	196133583	196171578	291	1409	1119	290	3864	5273
X	ENST00000611660	-	ENSG00000278085	CT45A8	protein_coding	135846497	135854538	246	815	570	245	195	1010
12	ENST00000549441	+	ENSG00000178401	DNAJC22	protein_coding	49346888	49353690	1234	2259	1026	1233	2188	4447
11	ENST00000399050	+	ENSG00000198561	CTNND1	protein_coding	57761802	57819540	532	3438	2907	531	3232	6670
5	ENST00000675366	-	ENSG00000170445	HARS1	protein_coding	140673035	140691415	112	1524	1413	111	1222	2746
1	ENST00000368409	+	ENSG00000243364	EFNA4	protein_coding	155063740	155069553	85	690	606	84	564	1254
1	ENST00000367565	-	ENSG00000203730	TEDDM1	protein_coding	182398117	182400667	183	1004	822	182	1547	2551
5	ENST00000504921	-	ENSG00000081189	MEF2C	protein_coding	88717117	88883184	373	1794	1422	372	5487	7281
15	ENST00000443617	-	ENSG00000103657	HERC1	protein_coding	63608618	63833948	149	14734	14586	148	463	15197
12	ENST00000540229	+	ENSG00000257046	SLCO1B3-SLCO1B7	protein_coding	20815674	21090245	66	2312	2247	65	139	2451
1	ENST00000348159	-	ENSG00000116604	MEF2D	protein_coding	156463727	156500775	429	1994	1566	428	3918	5912
13	ENST00000377930	+	ENSG00000204918	PRR20B	protein_coding	57147488	57150509	234	899	666	233	948	1847
19	ENST00000301159	+	ENSG00000267796	LIN37	protein_coding	35748576	35754519	150	890	741	149	45	935
11	ENST00000529259	-	ENSG00000149806	FAU	protein_coding	65120697	65121915	103	330	228	102	795	1125
6	ENST00000396806	-	ENSG00000112462	OR12D3	protein_coding	29373423	29375291	5	955	951	4	914	1869
11	ENST00000356341	-	ENSG00000149269	PAK1	protein_coding	77322017	77474094	565	2202	1638	564	1257	3459
16	ENST00000361439	-	ENSG00000169189	NSMCE1	protein_coding	27224994	27268772	79	879	801	78	163	1042
17	ENST00000225275	-	ENSG00000005381	MPO	protein_coding	58269855	58280935	178	2415	2238	177	801	3216
1	ENST00000368708	-	ENSG00000196754	S100A2	protein_coding	153561108	153565844	350	646	297	349	331	977
8	ENST00000311922	+	ENSG00000173334	TRIB1	protein_coding	125430358	125438403	546	1664	1119	545	1932	3596
4	ENST00000251566	-	ENSG00000135220	UGT2A3	protein_coding	68928463	68951804	45	1628	1584	44	1350	2978
15	ENST00000396444	+	ENSG00000138592	USP8	protein_coding	50424382	50514419	339	3695	3357	338	15331	19026
22	ENST00000407142	-	ENSG00000100034	PPM1F	protein_coding	21919427	21938584	1062	1922	861	1061	3665	5587
8	ENST00000382435	+	ENSG00000177710	SLC35G5	protein_coding	11331012	11332360	96	1112	1017	95	237	1349
4	ENST00000435205	+	ENSG00000164142	FHIP1A	protein_coding	151409176	151670503	646	3768	3123	645	7749	11517
19	ENST00000597961	-	ENSG00000269590	ENSG00000269590	protein_coding	12664828	12669397	1	588	588	0	-3	585
15	ENST00000645002	+	ENSG00000128739	SNRPN	protein_coding	24823725	24978577	1085	1807	723	1084	133	1940
13	ENST00000700527	+	ENSG00000198824	CHAMP1	protein_coding	114314543	114327322	2835	5273	2439	2834	1041	6314
2	ENST00000233154	+	ENSG00000071051	NCK2	protein_coding	105744912	105894272	428	1570	1143	427	1096	2666
1	ENST00000427040	-	ENSG00000117543	DPH5	protein_coding	100989653	101025792	350	1207	858	349	755	1962
14	ENST00000395076	+	ENSG00000100614	PPM1A	protein_coding	60249221	60299087	478	1626	1149	477	6605	8231
X	ENST00000373719	+	ENSG00000147162	OGT	protein_coding	71533104	71575892	197	3337	3141	196	2098	5435
3	ENST00000647897	+	ENSG00000171135	JAGN1	protein_coding	9890610	9894349	114	665	552	113	972	1637
9	ENST00000371806	-	ENSG00000085265	FCN1	protein_coding	134903232	134917912	42	1022	981	41	6566	7588
X	ENST00000381722	+	ENSG00000224902	GAGE12H	protein_coding	49579949	49587301	117	470	354	116	91	561
17	ENST00000616989	+	ENSG00000205309	NT5M	protein_coding	17303335	17347661	217	921	705	216	714	1635
2	ENST00000392221	+	ENSG00000114942	EEF1B2	protein_coding	206159594	206162927	159	836	678	158	44	880
3	ENST00000404464	+	ENSG00000145194	ECE2	protein_coding	184276022	184293031	133	2430	2298	132	793	3223
X	ENST00000614823	+	ENSG00000147145	LPAR4	protein_coding	78747720	78758714	610	1722	1113	609	2732	4454
15	ENST00000290650	-	ENSG00000159459	UBR1	protein_coding	42942897	43106038	17	5266	5250	16	2432	7698
3	ENST00000683076	-	ENSG00000047849	MAP4	protein_coding	47850695	48016416	103	6993	6891	102	2239	9232
7	ENST00000332375	-	ENSG00000185955	SPACDR	protein_coding	100456620	100464260	236	856	621	235	132	988
5	ENST00000618911	-	ENSG00000048162	NOP16	protein_coding	176383981	176388927	389	1087	699	388	0	1087
3	ENST00000264741	+	ENSG00000144668	ITGA9	protein_coding	37452141	37823507	235	3342	3108	234	4518	7860
11	ENST00000396085	+	ENSG00000166833	NAV2	protein_coding	19712837	20121601	860	8158	7299	859	3343	11501
4	ENST00000696840	-	ENSG00000168310	IRF2	protein_coding	184385702	184474508	406	1455	1050	405	3056	4511
2	ENST00000428879	-	ENSG00000168288	MMADHC	protein_coding	149569644	149587602	506	1396	891	505	330	1726
11	ENST00000321522	-	ENSG00000176787	OR52E2	protein_coding	5058650	5059627	1	978	978	0	0	978
12	ENST00000257868	+	ENSG00000135414	GDF11	protein_coding	55743122	55757264	196	1419	1224	195	7382	8801
3	ENST00000308059	+	ENSG00000008226	DLEC1	protein_coding	38039208	38124025	19	5286	5268	18	1613	6899
2	ENST00000359481	+	ENSG00000125551	PLGLB2	protein_coding	87748087	87759476	68	358	291	67	2658	3016
17	ENST00000318430	+	ENSG00000167895	TMC8	protein_coding	78130771	78142968	390	2570	2181	389	1856	4426
1	ENST00000508064	+	ENSG00000197721	CR1L	protein_coding	207645133	207723703	102	1811	1710	101	18	1829
1	ENST00000640258	+	ENSG00000197147	LRRC8B	protein_coding	89524854	89597848	818	3229	2412	817	4805	8034
11	ENST00000319856	+	ENSG00000176547	OR4C3	protein_coding	48324920	48325955	103	1011	909	102	25	1036
12	ENST00000256969	+	ENSG00000134548	SPX	protein_coding	21526296	21532947	178	528	351	177	1752	2280
3	ENST00000315877	-	ENSG00000114779	ABHD14B	protein_coding	51968511	51974630	695	1321	627	694	915	2236
21	ENST00000397728	-	ENSG00000160285	LSS	protein_coding	46188446	46228774	30	2228	2199	29	2658	4886
10	ENST00000299432	-	ENSG00000166343	MSS51	protein_coding	73423579	73433561	67	1449	1383	66	974	2423
2	ENST00000254654	-	ENSG00000132323	ILKAP	protein_coding	238170402	238203695	143	1321	1179	142	134	1455
9	ENST00000380249	+	ENSG00000188352	FOCAD	protein_coding	20658309	20995955	365	5770	5406	364	326	6096
12	ENST00000389082	-	ENSG00000170456	DENND5B	protein_coding	31382226	31591136	305	4129	3825	304	5377	9506
11	ENST00000279178	+	ENSG00000149742	SLC22A9	protein_coding	63369785	63410294	273	1934	1662	272	432	2366
